1070,00:00:13,4,F,READY,0.10,N,N,N,26.30,99.20,5.86,0:0:12,0.00,0.00,0.00,0,-0.81,84.00,CXON
1070,00:00:14,5,F,READY,0.30,N,N,N,26.30,99.20,5.88,0:0:13,0.00,0.00,0.00,0,-0.69,84.06,CXON
1070,00:00:14,6,F,READY,0.20,N,N,N,26.30,99.20,5.84,0:0:14,0.00,0.00,0.00,0,-0.69,84.00,CXON
1070,00:00:16,7,F,READY,0.10,N,N,N,26.30,99.20,5.86,0:0:15,0.00,0.00,0.00,0,-2.37,84.56,CXON
1070,00:00:16,8,F,READY,-0.10,N,N,N,26.30,99.20,5.86,0:0:16,0.00,0.00,0.00,0,-2.37,84.56,CXON
1070,00:00:17,9,F,READY,-0.20,N,N,N,26.30,99.20,5.85,0:0:17,0.00,0.00,0.00,0,-2.37,84.56,CXON
1070,00:00:17,1,F,READY,-0.10,N,N,N,25.40,99.20,0.00,0:0:16,0.00,0.00,0.00,0,-3.75,86.19,CXON
1070,00:00:18,2,F,READY,-0.10,N,N,N,25.40,99.20,5.87,0:0:17,0.00,0.00,0.00,0,-3.75,86.19,CXON
1070,00:00:18,3,F,READY,3.20,N,N,N,25.40,99.20,5.88,0:0:18,0.00,0.00,0.00,0,-3.75,86.19,CXON
1070,00:00:20,4,F,READY,5.40,N,N,N,25.40,99.10,5.88,0:0:19,0.00,0.00,0.00,0,-3.75,86.19,CXON
